,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
30,33555943,2021 Mar,2021 Feb 8,Am J Sports Med,"['Milandri G', 'Sivarasu S']",Sivarasu S,A Randomized Controlled Trial of Eccentric Versus Concentric Cycling for Anterior Cruciate Ligament Reconstruction Rehabilitation.,49,3,626-636,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['33555943', '10.1177/0363546520987566']",10.1177/0363546520987566,"['2021/02/09 06:00', '2021/04/28 06:00', '2021/02/08 17:10']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546520987566,2021 Mar;49(3):626-636
31,33128587,2021 Sep,2020 Oct 31,Knee Surg Sports Traumatol Arthrosc,"['Cristiani R', 'Mikkelsen C', 'Wange P', 'Olsson D', 'Stålman A', 'Engström B']",Engström B,Autograft type affects muscle strength and hop performance after ACL reconstruction. A randomised controlled trial comparing patellar tendon and hamstring tendon autografts with standard or accelerated rehabilitation.,29,9,3025-3036,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['33128587', 'PMC8384829', 'pmc-id: PMC8384829;', '10.1007/s00167-020-06334-5', '10.1007/s00167-020-06334-5']",10.1007/s00167-020-06334-5,"['2020/06/24 00:00', '2020/10/13 00:00', '2020/11/01 06:00', '2021/08/27 06:00', '2020/10/31 17:07', '2020/10/31 00:00']",[],1,33,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-020-06334-5,2021 Sep;29(9):3025-3036
32,32909826,2020 Oct,2020 Sep 10,Am J Sports Med,"['Zhang Y', 'Liu S', 'Chen Q', 'Hu Y', 'Sun Y', 'Chen J']",Chen J,Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation.,48,12,2970-2977,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32909826', '10.1177/0363546520951507']",10.1177/0363546520951507,"['2020/09/11 06:00', '2021/01/15 06:00', '2020/09/10 12:20']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546520951507,2020 Oct;48(12):2970-2977
33,32828934,2021 Feb,2020 Aug 21,Arthroscopy,"['Krishna L', 'Chan CX', 'Lokaiah L', 'Chinnasamy D', 'Goyal S', 'Wang M', 'Singh A']",Singh A,Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstruction-A Prospective Randomized Controlled Study.,37,2,579-585,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32828934', '10.1016/j.arthro.2020.08.012', 'S0749-8063(20)30690-3']",10.1016/j.arthro.2020.08.012,"['2020/03/26 00:00', '2020/06/14 00:00', '2020/08/17 00:00', '2020/08/24 06:00', '2021/06/05 06:00', '2020/08/24 06:00']",['Arthroscopy. 2021 Feb;37(2):586-587. doi: 10.1016/j.arthro.2020.10.010. PMID: 33546796'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2020.08.012,2021 Feb;37(2):579-585
34,32699919,2020 Aug,2020 Jul 22,Knee Surg Sports Traumatol Arthrosc,"['Roger J', 'Bertani A', 'Vigouroux F', 'Mottier F', 'Gaillard R', 'Have L', 'Rongièras F']",Rongièras F,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2 years.,28,8,2468-2477,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32699919', '10.1007/s00167-020-06121-2', '10.1007/s00167-020-06121-2']",10.1007/s00167-020-06121-2,"['2019/12/13 00:00', '2020/06/24 00:00', '2020/07/24 06:00', '2020/12/15 06:00', '2020/07/24 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-020-06121-2,2020 Aug;28(8):2468-2477
35,32639610,2021 May,2020 Jul 17,J Orthop Res,"['Fleming BC', 'Fadale PD', 'Hulstyn MJ', 'Shalvoy RM', 'Tung GA', 'Badger GJ']",Badger GJ,Long-term outcomes of anterior cruciate ligament reconstruction surgery: 2020 OREF clinical research award paper.,39,5,1041-1051,['English'],8404726,0736-0266,1554-527X,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['32639610', 'NIHMS1607218', 'PMC7790866', 'pmc-id: PMC7790866;manuscript-id: NIHMS1607218;', '10.1002/jor.24794']",10.1002/jor.24794,"['2020/06/09 00:00', '2020/02/17 00:00', '2020/06/25 00:00', '2020/07/09 06:00', '2021/09/04 06:00', '2020/07/09 06:00', '2022/05/01 00:00']",[],1,45,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,doi: 10.1002/jor.24794,2021 May;39(5):1041-1051
36,32556055,2020,2020 Apr 30,Clinics (Sao Paulo),"['Santos AA', 'Carneiro-Filho M', 'Albuquerque RFDME', 'Moura JPFM', 'Franciozi CE', 'Luzo MVM']",Luzo MVM,Mechanical evaluation of tibial fixation of the hamstring tendon in anterior cruciate ligament double-bundle reconstruction with and without interference screws.,75,,e1123,['English'],101244734,1807-5932,1980-5322,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,,"['32556055', 'PMC7196727', 'pmc-id: PMC7196727;', '10.6061/clinics/2020/e1123', 'S1807-5932(22)00270-8']",10.6061/clinics/2020/e1123,"['2019/09/09 00:00', '2020/01/29 00:00', '2020/06/20 06:00', '2020/06/20 06:00', '2020/08/04 06:00', '2020/01/01 00:00']",[],1,35,"Clinics (Sao Paulo, Brazil)",doi: 10.6061/clinics/2020/e1123,2020;75:e1123
37,32368935,2020 Jun,2020 May 5,Am J Sports Med,"['Castoldi M', 'Magnussen RA', 'Gunst S', 'Batailler C', 'Neyret P', 'Lustig S', 'Servien E']",Servien E,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up.,48,7,1665-1672,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32368935', '10.1177/0363546520914936']",10.1177/0363546520914936,"['2020/05/06 06:00', '2020/09/10 06:00', '2020/05/06 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546520914936,2020 Jun;48(7):1665-1672
38,32298131,2020 May,2020 Apr 16,Am J Sports Med,"['Murray MM', 'Fleming BC', 'Badger GJ', 'BEAR Trial Team', 'Freiberger C', 'Henderson R', 'Barnett S', 'Kiapour A', 'Ecklund K', 'Proffen B', 'Sant N', 'Kramer DE', 'Micheli LJ', 'Yen YM']",Yen YM,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial.,48,6,1305-1315,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['32298131', 'PMC7227128', 'pmc-id: PMC7227128;', '10.1177/0363546520913532']",10.1177/0363546520913532,"['2020/04/17 06:00', '2020/11/11 06:00', '2020/04/17 06:00', '2020/05/15 00:00']",['J Bone Joint Surg Am. 2021 Feb 17;103(4):358. doi: 10.2106/JBJS.20.02088. PMID: 33369980'],1,57,The American journal of sports medicine,doi: 10.1177/0363546520913532,2020 May;48(6):1305-1315
39,32182127,2020 Apr,2020 Mar 17,Am J Sports Med,"['Porter M', 'Shadbolt B']",Shadbolt B,Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial.,48,5,1069-1077,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32182127', '10.1177/0363546520910148']",10.1177/0363546520910148,"['2020/03/18 06:00', '2020/11/04 06:00', '2020/03/18 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546520910148,2020 Apr;48(5):1069-1077
40,32125668,2020 Jul,,Sports Med,"['Sinding KS', 'Nielsen TG', 'Hvid LG', 'Lind M', 'Dalgas U']",Dalgas U,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial.,50,7,1393-1403,['English'],8412297,0112-1642,1179-2035,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['32125668', '10.1007/s40279-020-01276-x', '10.1007/s40279-020-01276-x']",10.1007/s40279-020-01276-x,"['2020/03/04 06:00', '2021/02/25 06:00', '2020/03/04 06:00']",[],1,0,"Sports medicine (Auckland, N.Z.)",doi: 10.1007/s40279-020-01276-x,2020 Jul;50(7):1393-1403
41,32059954,2020 Jun,2020 Feb 12,Arthroscopy,"['Smith PA', 'Cook CS', 'Bley JA']",Bley JA,All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger.,36,6,1629-1646,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32059954', '10.1016/j.arthro.2020.01.048', 'S0749-8063(20)30130-4']",10.1016/j.arthro.2020.01.048,"['2019/04/05 00:00', '2019/12/20 00:00', '2020/01/18 00:00', '2020/02/16 06:00', '2020/11/11 06:00', '2020/02/16 06:00']",['Arthroscopy. 2020 Jun;36(6):1647-1648. doi: 10.1016/j.arthro.2020.03.005. PMID: 32503775'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2020.01.048,2020 Jun;36(6):1629-1646
42,31940222,2020 Feb,2020 Jan 15,Am J Sports Med,"['Getgood AMJ', 'Bryant DM', 'Litchfield R', 'Heard M', 'McCormack RG', 'Rezansoff A', 'Peterson D', 'Bardana D', 'MacDonald PB', 'Verdonk PCM', 'Spalding T', 'STABILITY Study Group', 'Willits K', 'Birmingham T', 'Hewison C', 'Wanlin S', 'Firth A', 'Pinto R', 'Martindale A', ""O'Neill L"", 'Jennings M', 'Daniluk M', 'Boyer D', 'Zomar M', 'Moon K', 'Pritchett R', 'Payne K', 'Fan B', 'Mohan B', 'Buchko GM', 'Hiemstra LA', 'Kerslake S', 'Tynedal J', 'Stranges G', 'Mcrae S', 'Gullett L', 'Brown H', 'Legary A', 'Longo A', 'Christian M', 'Ferguson C', 'Mohtadi N', 'Barber R', 'Chan D', 'Campbell C', 'Garven A', 'Pulsifer K', 'Mayer M', 'Simunovic N', 'Duong A', 'Robinson D', 'Levy D', 'Skelly M', 'Shanmugaraj A', 'Howells F', 'Tough M', 'Spalding T', 'Thompson P', 'Metcalfe A', 'Asplin L', 'Dube A', 'Clarkson L', 'Brown J', 'Bolsover A', 'Bradshaw C', 'Belgrove L', 'Millan F', 'Turner S', 'Verdugo S', 'Lowe J', 'Dunne D', 'McGowan K', 'Suddens CM', 'Declercq G', 'Vuylsteke K', 'Van Haver M']",Van Haver M,Lateral Extra-articular Tenodesis Reduces Failure of Hamstring Tendon Autograft Anterior Cruciate Ligament Reconstruction: 2-Year Outcomes From the STABILITY Study Randomized Clinical Trial.,48,2,285-297,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['31940222', '10.1177/0363546519896333']",10.1177/0363546519896333,"['2020/01/16 06:00', '2020/09/12 06:00', '2020/01/16 06:00']","['Am J Sports Med. 2020 Feb;48(2):281-284. doi: 10.1177/0363546520902112. PMID: 32003642', 'J Bone Joint Surg Am. 2020 Nov 18;102(22):2009. doi: 10.2106/JBJS.20.01600. PMID: 33208644']",1,0,The American journal of sports medicine,doi: 10.1177/0363546519896333,2020 Feb;48(2):285-297
43,31512448,2019 Sep 15,,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,"['Liu H', 'Lu W', 'Liang D', 'Geng H', 'Zhu W', 'Ouyang K', 'Li H', 'Peng L', 'Feng W', 'Zhong M', 'Chen K', 'Li Y', 'Deng Z', 'Wang D']",Wang D,[Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction].,33,9,1088-1094,['Chinese'],9425194,1002-1892,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['31512448', 'PMC8355844', 'pmc-id: PMC8355844;', '10.7507/1002-1892.201902059']",10.7507/1002-1892.201902059,"['2019/09/13 06:00', '2019/09/13 06:00', '2019/11/07 06:00', '2019/09/01 00:00']",[],1,23,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,doi: 10.7507/1002-1892.201902059,2019 Sep 15;33(9):1088-1094
44,31227397,2019 Jul,2019 Jun 18,Arthroscopy,"['Chiang ER', 'Chen KH', 'Wang ST', 'Ma HL', 'Chang MC', 'Liu CL', 'Chen TH']",Chen TH,Intra-articular Injection of Tranexamic Acid Reduced Postoperative Hemarthrosis in Arthroscopic Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Study.,35,7,2127-2132,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['31227397', '10.1016/j.arthro.2019.02.018', 'S0749-8063(19)30154-9']",10.1016/j.arthro.2019.02.018,"['2018/09/16 00:00', '2019/02/06 00:00', '2019/02/08 00:00', '2019/06/23 06:00', '2020/04/30 06:00', '2019/06/23 06:00']","['Arthroscopy. 2019 Jul;35(7):2133-2135. doi: 10.1016/j.arthro.2019.04.014. PMID: 31272632', 'Arthroscopy. 2019 Nov;35(11):2973-2974. doi: 10.1016/j.arthro.2019.09.007. PMID: 31699244', 'Arthroscopy. 2019 Nov;35(11):2974-2975. doi: 10.1016/j.arthro.2019.09.005. PMID: 31699245', 'Arthroscopy. 2019 Nov;35(11):2975-2976. doi: 10.1016/j.arthro.2019.09.006. PMID: 31699246']",1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2019.02.018,2019 Jul;35(7):2127-2132
45,30888448,2019 Nov,2019 Mar 19,Knee Surg Sports Traumatol Arthrosc,"['Kouloumentas P', 'Kavroudakis E', 'Charalampidis E', 'Kavroudakis D', 'Triantafyllopoulos GK']",Triantafyllopoulos GK,Superior knee flexor strength at 2 years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique.,27,11,3592-3598,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['30888448', '10.1007/s00167-019-05456-9', '10.1007/s00167-019-05456-9']",10.1007/s00167-019-05456-9,"['2018/09/01 00:00', '2019/02/28 00:00', '2019/03/20 06:00', '2020/01/17 06:00', '2019/03/20 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-019-05456-9,2019 Nov;27(11):3592-3598
46,30882683,2019 Mar,,Medicine (Baltimore),"['Xiang X', 'Qu Z', 'Sun H', 'Ma X', 'Wang W', 'Huang L']",Huang L,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel: A prospective randomized study.",98,11,e14851,['English'],2985248R,0025-7974,1536-5964,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['30882683', 'PMC6426548', 'pmc-id: PMC6426548;', '10.1097/MD.0000000000014851', '00005792-201903150-00067']",10.1097/MD.0000000000014851,"['2019/03/19 06:00', '2019/03/19 06:00', '2019/04/02 06:00', '2019/03/15 00:00']",[],1,53,Medicine,doi: 10.1097/MD.0000000000014851,2019 Mar;98(11):e14851
47,30822124,2019 Mar,,Am J Sports Med,"['Hoogeslag RAG', 'Brouwer RW', 'Boer BC', 'de Vries AJ', ""Huis In 't Veld R""]",Huis In 't Veld R,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial.,47,3,567-577,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['30822124', '10.1177/0363546519825878']",10.1177/0363546519825878,"['2019/03/02 06:00', '2019/03/02 06:00', '2020/02/14 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546519825878,2019 Mar;47(3):567-577
48,30414786,2018 Dec,2018 Nov 7,Knee,"['DeFroda SF', 'Karamchedu NP', 'Owens BD', 'Bokshan SL', 'Sullivan K', 'Fadale PD', 'Hulstyn MJ', 'Shalvoy RM', 'Badger GJ', 'Fleming BC']",Fleming BC,Tibial tunnel widening following anterior cruciate ligament reconstruction: A retrospective seven-year study evaluating the effects of initial graft tensioning and graft selection.,25,6,1107-1114,['English'],9430798,0968-0160,1873-5800,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['30414786', 'NIHMS985155', 'PMC6286238', 'pmc-id: PMC6286238;manuscript-id: NIHMS985155;', '10.1016/j.knee.2018.08.003', 'S0968-0160(18)30388-0']",10.1016/j.knee.2018.08.003,"['2018/06/06 00:00', '2018/07/09 00:00', '2018/08/11 00:00', '2018/11/12 06:00', '2019/03/15 06:00', '2018/11/12 06:00', '2019/12/01 00:00']",[],1,35,The Knee,doi: 10.1016/j.knee.2018.08.003,2018 Dec;25(6):1107-1114
49,29804953,2018 Sep,2018 May 24,Arthroscopy,"['Krishna L', 'Panjwani T', 'Mok YR', 'Lin Wong FK', 'Singh A', 'Toh SJ']",Toh SJ,Use of the 5-Strand Hamstring Autograft Technique in Increasing Graft Size in Anterior Cruciate Ligament Reconstruction.,34,9,2633-2640,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29804953', '10.1016/j.arthro.2018.03.026', 'S0749-8063(18)30271-8']",10.1016/j.arthro.2018.03.026,"['2017/11/07 00:00', '2018/01/28 00:00', '2018/03/01 00:00', '2018/05/29 06:00', '2019/09/19 06:00', '2018/05/29 06:00']",['Arthroscopy. 2018 Sep;34(9):2641-2646. doi: 10.1016/j.arthro.2018.06.014. PMID: 30173804'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2018.03.026,2018 Sep;34(9):2633-2640
50,29776815,2018 Aug,,Knee,"['Martin-Alguacil JL', 'Arroyo-Morales M', 'Martín-Gomez JL', 'Monje-Cabrera IM', 'Abellán-Guillén JF', 'Esparza-Ros F', 'Lozano ML', 'Cantarero-Villanueva I']",Cantarero-Villanueva I,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial.,25,4,704-714,['English'],9430798,0968-0160,1873-5800,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['29776815', '10.1016/j.knee.2018.03.011', 'S0968-0160(18)30123-6']",10.1016/j.knee.2018.03.011,"['2017/11/17 00:00', '2018/02/14 00:00', '2018/03/12 00:00', '2018/05/20 06:00', '2018/10/27 06:00', '2018/05/20 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2018.03.011,2018 Aug;25(4):704-714
51,29741911,2018 Jul,2018 May 9,Am J Sports Med,"['Sajovic M', 'Stropnik D', 'Skaza K']",Skaza K,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial.,46,8,1800-1808,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29741911', '10.1177/0363546518768768']",10.1177/0363546518768768,"['2018/05/10 06:00', '2019/09/19 06:00', '2018/05/10 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546518768768,2018 Jul;46(8):1800-1808
52,29574163,2018 May-Jun,2018 Mar 21,Rev Esp Cir Ortop Traumatol (Engl Ed),"['Silberberg Muiño J', 'Nilo Fulvi A', 'Vera G', 'Gutiérrez García JL', 'Giménez Salvay M', 'Maroa Salvucci M', 'Ruiz Ollero A']",Ruiz Ollero A,Tibial tunnel widening associated with anterior cruciate ligament reconstruction using autogenous hamstrings: A comparison between antero-medial portal and transtibial techniques.,62,3,190-196,"['English', 'Spanish']",101778596,,2173-576X,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29574163', '10.1016/j.recot.2017.11.005', 'S1888-4415(17)30196-0']",10.1016/j.recot.2017.11.005,"['2017/04/30 00:00', '2017/10/19 00:00', '2017/11/26 00:00', '2018/03/27 06:00', '2018/10/18 06:00', '2018/03/26 06:00']",[],1,0,Revista espanola de cirugia ortopedica y traumatologia (English ed.),doi: 10.1016/j.recot.2017.11.005,2018 May-Jun;62(3):190-196
53,29443537,2018 Apr,2018 Feb 14,Am J Sports Med,"['Liu S', 'Li H', 'Tao H', 'Sun Y', 'Chen S', 'Chen J']",Chen J,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging.,46,5,1143-1149,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['29443537', '10.1177/0363546517752918']",10.1177/0363546517752918,"['2018/02/15 06:00', '2019/09/10 06:00', '2018/02/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546517752918,2018 Apr;46(5):1143-1149
54,29421837,2018 Nov,2018 Feb 8,J Knee Surg,"['Bi M', 'Zhao C', 'Zhang S', 'Yao B', 'Hong Z', 'Bi Q']",Bi Q,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study.,31,10,1022-1030,['English'],101137599,1538-8506,1938-2480,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29421837', '10.1055/s-0038-1627466']",10.1055/s-0038-1627466,"['2018/02/09 06:00', '2019/01/01 06:00', '2018/02/09 06:00']",[],1,0,The journal of knee surgery,doi: 10.1055/s-0038-1627466,2018 Nov;31(10):1022-1030
55,29065271,2018 Feb,2017 Oct 24,Am J Sports Med,"['Cavaignac E', 'Marot V', 'Faruch M', 'Reina N', 'Murgier J', 'Accadbled F', 'Berard E', 'Chiron P']",Chiron P,Hamstring Graft Incorporation According to the Length of the Graft Inside Tunnels.,46,2,348-356,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Equivalence Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29065271', '10.1177/0363546517733472']",10.1177/0363546517733472,"['2017/10/25 06:00', '2019/05/16 06:00', '2017/10/25 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546517733472,2018 Feb;46(2):348-356
56,28969952,2017 Dec,2017 Sep 29,Arthroscopy,"['Gupta R', 'Bahadur R', 'Malhotra A', 'Masih GD', 'Sood M', 'Gupta P', 'Mathur VK']",Mathur VK,Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up.,33,12,2208-2216,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['28969952', '10.1016/j.arthro.2017.06.040', 'S0749-8063(17)30681-3']",10.1016/j.arthro.2017.06.040,"['2016/08/25 00:00', '2017/06/14 00:00', '2017/06/20 00:00', '2017/10/04 06:00', '2018/06/15 06:00', '2017/10/04 06:00']",['Arthroscopy. 2017 Dec;33(12):2217-2218. doi: 10.1016/j.arthro.2017.08.279. PMID: 29198357'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2017.06.040,2017 Dec;33(12):2208-2216
57,28801704,2018 May,2017 Aug 11,Knee Surg Sports Traumatol Arthrosc,"['MacDonald P', 'Kim C', 'McRae S', 'Leiter J', 'Khan R', 'Whelan D']",Whelan D,"No clinical differences between anteromedial portal and transtibial technique for femoral tunnel positioning in anterior cruciate ligament reconstruction: a prospective randomized, controlled trial.",26,5,1335-1342,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['28801704', '10.1007/s00167-017-4664-x', '10.1007/s00167-017-4664-x']",10.1007/s00167-017-4664-x,"['2017/01/19 00:00', '2017/07/28 00:00', '2017/08/13 06:00', '2018/09/18 06:00', '2017/08/13 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-017-4664-x,2018 May;26(5):1335-1342
58,27992239,2017 Nov,2016 Dec 19,J Sport Rehabil,"['Setuain I', 'Izquierdo M', 'Idoate F', 'Bikandi E', 'Gorostiaga EM', 'Aagaard P', 'Cadore EL', 'Alfaro-Adrián J']",Alfaro-Adrián J,Differential Effects of 2 Rehabilitation Programs Following Anterior Cruciate Ligament Reconstruction.,26,6,544-555,['English'],9206500,1056-6716,1543-3072,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27992239', '10.1123/jsr.2016-0065']",10.1123/jsr.2016-0065,"['2016/12/20 06:00', '2018/03/23 06:00', '2016/12/20 06:00']",[],1,0,Journal of sport rehabilitation,doi: 10.1123/jsr.2016-0065,2017 Nov;26(6):544-555
