,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
0,39714511,2024 Dec 23,2024 Dec 23,Arch Orthop Trauma Surg,"['Butt U', 'Vuletic F', 'Shaikh MAA', 'Amanullah', 'Rehman GU', 'Shah IA', 'Stålman A', 'Khan ZA']",Khan ZA,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial.,145,1,85,['English'],9011043,0936-8051,1434-3916,"['Journal Article', 'Randomized Controlled Trial', 'Comparative Study']",PubMed - indexed for MEDLINE,epublish,"['39714511', 'PMC11666688', 'pmc-id: PMC11666688;', '10.1007/s00402-024-05639-1', '10.1007/s00402-024-05639-1']",10.1007/s00402-024-05639-1,"['2024/08/03 00:00', '2024/10/29 00:00', '2024/12/23 12:22', '2024/12/23 12:21', '2024/12/23 11:05', '2024/12/23 00:00']",[],1,34,Archives of orthopaedic and trauma surgery,doi: 10.1007/s00402-024-05639-1,2024 Dec 23;145(1):85
1,29421837,2018 Nov,2018 Feb 8,J Knee Surg,"['Bi M', 'Zhao C', 'Zhang S', 'Yao B', 'Hong Z', 'Bi Q']",Bi Q,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study.,31,10,1022-1030,['English'],101137599,1538-8506,1938-2480,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29421837', '10.1055/s-0038-1627466']",10.1055/s-0038-1627466,"['2018/02/09 06:00', '2019/01/01 06:00', '2018/02/09 06:00']",[],1,0,The journal of knee surgery,doi: 10.1055/s-0038-1627466,2018 Nov;31(10):1022-1030
