,Unnamed: 0,id,study,subgroup,authors,first_author,title,short_title,abstract,year,language,journal,source,doi,doi_url,pmid,pmid_url,title+author+year,title+year,tiab
2,36,37,Biswal (2016),BPTB,"Biswal UK, Balaji G, Nema S, Poduval M, Menon J, Patro DK",Biswal,Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study.,correlationoftunnelwideningandtunnelpositioningwithshortterm,"OBJECTIVE: To study the correlation between tunnel widening and tunnel position with short-term functional outcomes post-ACL reconstruction with patellar tendon and hamstring autografts in young adults. MATERIALS AND METHODS: A total of 33 patients who underwent ACL reconstruction between October 2013 and February 2015 were included and followed up for 6 months. A standardized surgical technique was used for each graft type. Intra-op arthroscopy findings and drilled tunnel diameters were noted. They were followed up for 3 and 6 months. Radiological assessment was done at 3 and 6 months with clinical score assessment at 6 months. RESULTS: At 6 months, clinical scores were comparable in both groups. Tunnel widening in both femoral and tibial tunnel at 3 and 6 months were significantly higher in STG group (p values <0.05). The rate of widening was higher in 0-3 months and reduced in 3-6 months. There was statistically significant negative correlation between femoral tunnel widening by CT and IKDC score at 6 months (p value 0.049). We found a positive correlation between posterior positioning of femoral tunnel and Lysholm and IKDC scores. The correlation with Lysholm scores was statistically significant (p value 0.046). CONCLUSION: To conclude, tunnel widening is more with hamstrings graft. Femoral tunnel widening has significant negative correlation with that of IKDC scores at 6 months. Posterior femoral tunnel positioning and Lysholm scores at 6 months had significant correlation.",2016,English,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,pubmed,10.1007/s00590-016-1809-4,https://doi.org/10.1007/s00590-016-1809-4,27376940.0,https://pubmed.ncbi.nlm.nih.gov/27376940/,Biswal+correlationoftunnelwideningandtunnelpositioningwithshortterm+2016,correlationoftunnelwideningandtunnelpositioningwithshortterm+2016,"Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study. OBJECTIVE: To study the correlation between tunnel widening and tunnel position with short-term functional outcomes post-ACL reconstruction with patellar tendon and hamstring autografts in young adults. MATERIALS AND METHODS: A total of 33 patients who underwent ACL reconstruction between October 2013 and February 2015 were included and followed up for 6 months. A standardized surgical technique was used for each graft type. Intra-op arthroscopy findings and drilled tunnel diameters were noted. They were followed up for 3 and 6 months. Radiological assessment was done at 3 and 6 months with clinical score assessment at 6 months. RESULTS: At 6 months, clinical scores were comparable in both groups. Tunnel widening in both femoral and tibial tunnel at 3 and 6 months were significantly higher in STG group (p values <0.05). The rate of widening was higher in 0-3 months and reduced in 3-6 months. There was statistically significant negative correlation between femoral tunnel widening by CT and IKDC score at 6 months (p value 0.049). We found a positive correlation between posterior positioning of femoral tunnel and Lysholm and IKDC scores. The correlation with Lysholm scores was statistically significant (p value 0.046). CONCLUSION: To conclude, tunnel widening is more with hamstrings graft. Femoral tunnel widening has significant negative correlation with that of IKDC scores at 6 months. Posterior femoral tunnel positioning and Lysholm scores at 6 months had significant correlation."
15,80,81,Moraiti (2010),BPTB,"Moraiti CO, Stergiou N, Vasiliadis HS, Motsis E, Georgoulis A",Moraiti,Anterior cruciate ligament reconstruction results in alterations in gait variability.,anteriorcruciateligamentreconstructionresultsinalterationsin,"INTRODUCTION: The temporal structure of gait variability has shown that healthy human gait exhibits long-range correlations and deterministic properties which allow the neuromuscular system to be flexible and adaptable to stresses. Pathology results in deterioration of these properties. We examined structure of gait variability after ACL reconstruction with either BPTB or quadrupled ST/G tendon autografts. METHODS: Six patients with BPTB reconstruction, six with ST/G reconstruction and six healthy controls walked on a treadmill at their self-selected pace. Two minutes of continuous kinematic data were recorded with a 6-camera optoelectronic system. The nonlinear measure of the largest Lyapunov Exponent (LyE) was estimated from the knee flexion-extension time series from 100 continuous walking strides to assess the structure of gait variability. RESULTS: The reconstructed limbs in both reconstructed groups exhibited significantly larger LyE values than the control limbs (p<0.05), even though clinical outcomes indicated complete restoration. No significant differences were found between the two autografts. In addition, the intact contralateral leg produced significant higher LyE values as compared with the ACL-reconstructed leg in both groups. No interaction was found. DISCUSSION: The larger LyE values indicate that the reconstructed knees of both reconstructed groups exhibit more divergence in the movement trajectories during gait. The larger Lye values found in the intact leg in both reconstructed groups could be interpreted as a compensatory mechanism. However, the increased divergence found in both limbs may present an alternative explanation for the impaired neuromuscular performance and increased susceptibility to future pathology, which is supported by the increased amount of osteoarthritis found in ACL-reconstructed patients.",2010,English,Gait & posture,pubmed,10.1016/j.gaitpost.2010.04.008,https://doi.org/10.1016/j.gaitpost.2010.04.008,20591671.0,https://pubmed.ncbi.nlm.nih.gov/20591671/,Moraiti+anteriorcruciateligamentreconstructionresultsinalterationsin+2010,anteriorcruciateligamentreconstructionresultsinalterationsin+2010,"Anterior cruciate ligament reconstruction results in alterations in gait variability. INTRODUCTION: The temporal structure of gait variability has shown that healthy human gait exhibits long-range correlations and deterministic properties which allow the neuromuscular system to be flexible and adaptable to stresses. Pathology results in deterioration of these properties. We examined structure of gait variability after ACL reconstruction with either BPTB or quadrupled ST/G tendon autografts. METHODS: Six patients with BPTB reconstruction, six with ST/G reconstruction and six healthy controls walked on a treadmill at their self-selected pace. Two minutes of continuous kinematic data were recorded with a 6-camera optoelectronic system. The nonlinear measure of the largest Lyapunov Exponent (LyE) was estimated from the knee flexion-extension time series from 100 continuous walking strides to assess the structure of gait variability. RESULTS: The reconstructed limbs in both reconstructed groups exhibited significantly larger LyE values than the control limbs (p<0.05), even though clinical outcomes indicated complete restoration. No significant differences were found between the two autografts. In addition, the intact contralateral leg produced significant higher LyE values as compared with the ACL-reconstructed leg in both groups. No interaction was found. DISCUSSION: The larger LyE values indicate that the reconstructed knees of both reconstructed groups exhibit more divergence in the movement trajectories during gait. The larger Lye values found in the intact leg in both reconstructed groups could be interpreted as a compensatory mechanism. However, the increased divergence found in both limbs may present an alternative explanation for the impaired neuromuscular performance and increased susceptibility to future pathology, which is supported by the increased amount of osteoarthritis found in ACL-reconstructed patients."
17,89,90,Ristanis (2009),BPTB,"Ristanis S, Stergiou N, Siarava E, Ntoulia A, Mitsionis G, Georgoulis AD",Ristanis,Effect of femoral tunnel placement for reconstruction of the anterior cruciate ligament on tibial rotation.,effectoffemoraltunnelplacementforreconstructionoftheanterior,"BACKGROUND: Rotational knee movement after reconstruction of the anterior cruciate ligament has been difficult to quantify. The purpose of this study was to identify in vivo whether a more horizontal placement of the femoral tunnel (in the ten o'clock position rather than in the eleven o'clock position) can restore rotational kinematics, during highly demanding dynamic activities, in a knee in which a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament. METHODS: We evaluated ten patients in whom a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament with the femoral tunnel in the eleven o'clock position, ten patients who had had the same procedure with the femoral tunnel in the ten o'clock position, and ten healthy controls. Kinematic data were collected while the subjects (1) descended from a stairway, made foot contact, and then pivoted 90 degrees on the landing lower limb and (2) jumped from a platform, landed with both feet on the ground, and pivoted 90 degrees on the right or left lower limb. The dependent variable that we examined was tibial rotation during pivoting. RESULTS: The results demonstrated that reconstruction of the anterior cruciate ligament with the femoral tunnel in either the ten or the eleven o'clock position successfully restored anterior tibial translation. However, both techniques resulted in tibial rotation values, during the dynamic activities evaluated, that were significantly larger than those in the intact contralateral lower limbs and those in the healthy controls. Tibial rotation did not differ significantly between the two reconstruction groups or between the healthy controls and the intact contralateral lower limbs. However, we noticed that positioning the tunnel at ten o'clock resulted in slightly decreased rotation values that may have clinical relevance but not statistical significance. CONCLUSIONS: Regardless of which of the two tested positions was utilized to fix the graft to the femur, reconstruction of the anterior cruciate ligament did not restore normal tibial rotation during dynamic activities.",2009,English,The journal of bone and joint surgery. american volume,pubmed,10.2106/JBJS.H.00940,https://doi.org/10.2106/JBJS.H.00940,19723992.0,https://pubmed.ncbi.nlm.nih.gov/19723992/,Ristanis+effectoffemoraltunnelplacementforreconstructionoftheanterior+2009,effectoffemoraltunnelplacementforreconstructionoftheanterior+2009,"Effect of femoral tunnel placement for reconstruction of the anterior cruciate ligament on tibial rotation. BACKGROUND: Rotational knee movement after reconstruction of the anterior cruciate ligament has been difficult to quantify. The purpose of this study was to identify in vivo whether a more horizontal placement of the femoral tunnel (in the ten o'clock position rather than in the eleven o'clock position) can restore rotational kinematics, during highly demanding dynamic activities, in a knee in which a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament. METHODS: We evaluated ten patients in whom a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament with the femoral tunnel in the eleven o'clock position, ten patients who had had the same procedure with the femoral tunnel in the ten o'clock position, and ten healthy controls. Kinematic data were collected while the subjects (1) descended from a stairway, made foot contact, and then pivoted 90 degrees on the landing lower limb and (2) jumped from a platform, landed with both feet on the ground, and pivoted 90 degrees on the right or left lower limb. The dependent variable that we examined was tibial rotation during pivoting. RESULTS: The results demonstrated that reconstruction of the anterior cruciate ligament with the femoral tunnel in either the ten or the eleven o'clock position successfully restored anterior tibial translation. However, both techniques resulted in tibial rotation values, during the dynamic activities evaluated, that were significantly larger than those in the intact contralateral lower limbs and those in the healthy controls. Tibial rotation did not differ significantly between the two reconstruction groups or between the healthy controls and the intact contralateral lower limbs. However, we noticed that positioning the tunnel at ten o'clock resulted in slightly decreased rotation values that may have clinical relevance but not statistical significance. CONCLUSIONS: Regardless of which of the two tested positions was utilized to fix the graft to the femur, reconstruction of the anterior cruciate ligament did not restore normal tibial rotation during dynamic activities."
41,155,156,Kotani (2001),BPTB,"Kotani A, Ishii Y",Kotani,Reconstruction of the anterior cruciate ligament using poly-L-lactide interference screws or titanium screws: a comparative study.,reconstructionoftheanteriorcruciateligamentusingpolyllactide,"In the present clinical trial, interference screws, made of poly-L-lactic acid and applied in 46 knees, were compared to titanium screws employed in 45 knees for reconstructing the anterior cruciate ligament using bone-patellar tendon-bone. An identical surgical technique was applied to both groups; and neither group disclosed apparent side effects such as synovitis caused by hydrolysis of the PLLA or abnormal biochemical findings in the blood. There was no significant difference in the postoperative outcome between the two groups.",2001,English,The knee,pubmed,10.1016/s0968-0160(01)00087-4,https://doi.org/10.1016/s0968-0160(01)00087-4,11706694.0,https://pubmed.ncbi.nlm.nih.gov/11706694/,Kotani+reconstructionoftheanteriorcruciateligamentusingpolyllactide+2001,reconstructionoftheanteriorcruciateligamentusingpolyllactide+2001,"Reconstruction of the anterior cruciate ligament using poly-L-lactide interference screws or titanium screws: a comparative study. In the present clinical trial, interference screws, made of poly-L-lactic acid and applied in 46 knees, were compared to titanium screws employed in 45 knees for reconstructing the anterior cruciate ligament using bone-patellar tendon-bone. An identical surgical technique was applied to both groups; and neither group disclosed apparent side effects such as synovitis caused by hydrolysis of the PLLA or abnormal biochemical findings in the blood. There was no significant difference in the postoperative outcome between the two groups."
42,157,158,Mariani (2001),BPTB,"Mariani PP, Camillieri G, Margheritini F",Mariani,Transcondylar screw fixation in anterior cruciate ligament reconstruction.,transcondylarscrewfixationinanteriorcruciateligamentreconstr,"PURPOSE: The purpose of this study was to investigate the outcomes of 2 different methods of femoral fixation for arthroscopically assisted anterior cruciate ligament (ACL) reconstruction. TYPE OF STUDY: Double-blind prospective study. METHODS: Fifty-five patients were prospectively evaluated at 2-year follow-up. In group A, 24 patients underwent arthroscopic ACL reconstruction with bone-patellar tendon-bone and interference screw fixation. In group B, 31 patients underwent arthroscopic ACL reconstruction with bone-patellar tendon-bone and transcondylar screw fixation. Patients were evaluated by using the IKDC form, Lysholm-II form, Tegner scoring system, and KT-2000 arthrometer. RESULTS: In group A, final IKDC clinical evaluation achieved 0% grade A, 62.5% grade B, 25% grade C, and 12.5% grade D. In group B, 29.1% achieved grade A, 54.8% grade B, 12.9% grade C, and 3.2% grade D. The difference was statistically significant (P <.05). The injured versus normal side-to-side KT-2000 difference at maximum manual loading was 3.68 mm (SD, 1.71) in group A and 1.64 (SD, 2.05) in group B (P <.0001). CONCLUSIONS: This prospective study could not provide significant data suggesting that 1 method of fixation is superior to the other. Therefore, we consider both methods comparable in terms of stability and functional outcome at short-term follow-up. Transcondylar fixation offers the following advantages: fixation without intra-articular hardware, greater bone-to-bone fixation, and the possibility of fixation with breakage of the posterior femoral tunnel wall. Moreover, this method may be a useful alternative in revision ACL surgery.",2001,English,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the arthroscopy association of north america and the international arthroscopy association,pubmed,10.1053/jars.2001.25277,https://doi.org/10.1053/jars.2001.25277,11536090.0,https://pubmed.ncbi.nlm.nih.gov/11536090/,Mariani+transcondylarscrewfixationinanteriorcruciateligamentreconstr+2001,transcondylarscrewfixationinanteriorcruciateligamentreconstr+2001,"Transcondylar screw fixation in anterior cruciate ligament reconstruction. PURPOSE: The purpose of this study was to investigate the outcomes of 2 different methods of femoral fixation for arthroscopically assisted anterior cruciate ligament (ACL) reconstruction. TYPE OF STUDY: Double-blind prospective study. METHODS: Fifty-five patients were prospectively evaluated at 2-year follow-up. In group A, 24 patients underwent arthroscopic ACL reconstruction with bone-patellar tendon-bone and interference screw fixation. In group B, 31 patients underwent arthroscopic ACL reconstruction with bone-patellar tendon-bone and transcondylar screw fixation. Patients were evaluated by using the IKDC form, Lysholm-II form, Tegner scoring system, and KT-2000 arthrometer. RESULTS: In group A, final IKDC clinical evaluation achieved 0% grade A, 62.5% grade B, 25% grade C, and 12.5% grade D. In group B, 29.1% achieved grade A, 54.8% grade B, 12.9% grade C, and 3.2% grade D. The difference was statistically significant (P <.05). The injured versus normal side-to-side KT-2000 difference at maximum manual loading was 3.68 mm (SD, 1.71) in group A and 1.64 (SD, 2.05) in group B (P <.0001). CONCLUSIONS: This prospective study could not provide significant data suggesting that 1 method of fixation is superior to the other. Therefore, we consider both methods comparable in terms of stability and functional outcome at short-term follow-up. Transcondylar fixation offers the following advantages: fixation without intra-articular hardware, greater bone-to-bone fixation, and the possibility of fixation with breakage of the posterior femoral tunnel wall. Moreover, this method may be a useful alternative in revision ACL surgery."
57,179,180,Gatt (1998),BPTB,"Gatt CJ Jr, Parker RD, Tetzlaff JE, Szabo MZ, Dickerson AB",Gatt,Preemptive analgesia: its role and efficacy in anterior cruciate ligament reconstruction.,preemptiveanalgesia:itsroleandefficacyinanteriorcruciateliga,"As more outpatient orthopaedic surgical procedures are performed, postoperative pain control has gained importance. The benefits of preemptive analgesia, the use of analgesics or anesthetics or both before painful stimuli to prevent or reduce pain, have been widely published in the anesthesia and general surgery literature, but not in orthopaedic literature. We prospectively compared the effects, on postoperative pain and narcotic use, of intraarticular preoperative injections of 1) placebo with epinephrine, 2) bupivacaine with epinephrine, and 3) bupivacaine and morphine with epinephrine. Thirty patients (10 in each group) underwent arthroscopic anterior cruciate ligament reconstruction using patellar tendon autograft under general anesthesia. Pain was assessed with a 10-point visual analog scale pre- and postoperatively, and postoperative narcotic pain medication use was recorded. Postoperative pain was significantly greater in group 1 (placebo) than in the preemptive-treatment groups (groups 2 and 3), and in group 2 than in group 3. The differences became less apparent with time, and after 1 hour, no significant differences in pain scores existed between the groups. However, intravenous narcotic pain medication was administered in the recovery room to patients with pain scores greater than 5, equalizing pain scores. Group 3 used significantly less postoperative narcotic medication than group 1. Preemptive analgesia using intraarticular bupivacaine and morphine with epinephrine resulted in lower pain scores during the 1st hour after an arthroscopic anterior cruciate ligament reconstruction than did preemptive treatment with bupivacaine and epinephrine or placebo and epinephrine.",1998,English,The american journal of sports medicine,pubmed,10.1177/03635465980260040901,https://doi.org/10.1177/03635465980260040901,9689372.0,https://pubmed.ncbi.nlm.nih.gov/9689372/,Gatt+preemptiveanalgesia:itsroleandefficacyinanteriorcruciateliga+1998,preemptiveanalgesia:itsroleandefficacyinanteriorcruciateliga+1998,"Preemptive analgesia: its role and efficacy in anterior cruciate ligament reconstruction. As more outpatient orthopaedic surgical procedures are performed, postoperative pain control has gained importance. The benefits of preemptive analgesia, the use of analgesics or anesthetics or both before painful stimuli to prevent or reduce pain, have been widely published in the anesthesia and general surgery literature, but not in orthopaedic literature. We prospectively compared the effects, on postoperative pain and narcotic use, of intraarticular preoperative injections of 1) placebo with epinephrine, 2) bupivacaine with epinephrine, and 3) bupivacaine and morphine with epinephrine. Thirty patients (10 in each group) underwent arthroscopic anterior cruciate ligament reconstruction using patellar tendon autograft under general anesthesia. Pain was assessed with a 10-point visual analog scale pre- and postoperatively, and postoperative narcotic pain medication use was recorded. Postoperative pain was significantly greater in group 1 (placebo) than in the preemptive-treatment groups (groups 2 and 3), and in group 2 than in group 3. The differences became less apparent with time, and after 1 hour, no significant differences in pain scores existed between the groups. However, intravenous narcotic pain medication was administered in the recovery room to patients with pain scores greater than 5, equalizing pain scores. Group 3 used significantly less postoperative narcotic medication than group 1. Preemptive analgesia using intraarticular bupivacaine and morphine with epinephrine resulted in lower pain scores during the 1st hour after an arthroscopic anterior cruciate ligament reconstruction than did preemptive treatment with bupivacaine and epinephrine or placebo and epinephrine."
61,186,187,Gerich (1997),BPTB,"Gerich TG, Cassim A, Lattermann C, Lobenhoffer HP",Gerich,Pullout strength of tibial graft fixation in anterior cruciate ligament replacement with a patellar tendon graft: interference screw versus staple fixation in human knees.,pulloutstrengthoftibialgraftfixationinanteriorcruciateligame,"The endoscopic single incision technique for anterior cruciate ligament (ACL) reconstruction with a femoral half-tunnel may lead to a graft/tunnel mismatch and subsequent protrusion of the block from the tibial tunnel. The typical tibial fixation with an interference screw is not possible in these cases. Fixation with staples in a bony groove inferior to the tunnel outlet can be used as an alternative technique. Current literature does not provide biomechanical data of either fixation technique in a human model. This study was performed to evaluate the primary biomechanical parameters of this technique compared with a standard interference screw fixation of the block. Fifty-five fresh-frozen relatively young (mean age 44 years) human cadaver knee joints were used. Grafts were harvested from the patellar tendon midportion with bone blocks of 25 mm length and 9 mm width. A 10-mm tibial tunnel was drilled from the anteromedial cortex to the center of the tibial insertion of the ACL. Three different sizes of interference screws (7 x 30, 9 x 20, 9 x 30 mm) were chosen as a standard control procedure (n = 40). For tibial bone-block fixation the graft was placed through the tunnel, and the screw was then inserted on the cancellous or the cortical surface, respectively. Fifteen knees were treated by staple fixation. A groove was created inferior to the tunnel outlet with a chisel. The bone block was fixed in this groove with two barbed stainless steel staples. Tensile testing in both groups was carried out under an axial load parallel to the tibial tunnel in a Zwick testing machine with a velocity of 1 mm/s. Dislocation of the graft and stiffness were calculated at 175 N load. Maximum load to failure using interference screws varied between 506 and 758 N. Load to failure using staples was 588 N. Dislocation of the graft ranged between 3.8 and 4.7 mm for interference screw fixation and was 4.7 mm for staples. Stiffness calculated at 175 N load was significantly higher in staple fixation. With either fixation technique, the recorded failure loads were sufficient to withstand the graft loads which are to be expected during the rehabilitation period. Staple fixation of the bone block outside of the tunnel resulted in a fixation strength comparable to interference screw fixation.",1997,English,Knee surgery sports traumatology arthroscopy : official journal of the esska,pubmed,10.1007/s001670050032,https://doi.org/10.1007/s001670050032,9228314.0,https://pubmed.ncbi.nlm.nih.gov/9228314/,Gerich+pulloutstrengthoftibialgraftfixationinanteriorcruciateligame+1997,pulloutstrengthoftibialgraftfixationinanteriorcruciateligame+1997,"Pullout strength of tibial graft fixation in anterior cruciate ligament replacement with a patellar tendon graft: interference screw versus staple fixation in human knees. The endoscopic single incision technique for anterior cruciate ligament (ACL) reconstruction with a femoral half-tunnel may lead to a graft/tunnel mismatch and subsequent protrusion of the block from the tibial tunnel. The typical tibial fixation with an interference screw is not possible in these cases. Fixation with staples in a bony groove inferior to the tunnel outlet can be used as an alternative technique. Current literature does not provide biomechanical data of either fixation technique in a human model. This study was performed to evaluate the primary biomechanical parameters of this technique compared with a standard interference screw fixation of the block. Fifty-five fresh-frozen relatively young (mean age 44 years) human cadaver knee joints were used. Grafts were harvested from the patellar tendon midportion with bone blocks of 25 mm length and 9 mm width. A 10-mm tibial tunnel was drilled from the anteromedial cortex to the center of the tibial insertion of the ACL. Three different sizes of interference screws (7 x 30, 9 x 20, 9 x 30 mm) were chosen as a standard control procedure (n = 40). For tibial bone-block fixation the graft was placed through the tunnel, and the screw was then inserted on the cancellous or the cortical surface, respectively. Fifteen knees were treated by staple fixation. A groove was created inferior to the tunnel outlet with a chisel. The bone block was fixed in this groove with two barbed stainless steel staples. Tensile testing in both groups was carried out under an axial load parallel to the tibial tunnel in a Zwick testing machine with a velocity of 1 mm/s. Dislocation of the graft and stiffness were calculated at 175 N load. Maximum load to failure using interference screws varied between 506 and 758 N. Load to failure using staples was 588 N. Dislocation of the graft ranged between 3.8 and 4.7 mm for interference screw fixation and was 4.7 mm for staples. Stiffness calculated at 175 N load was significantly higher in staple fixation. With either fixation technique, the recorded failure loads were sufficient to withstand the graft loads which are to be expected during the rehabilitation period. Staple fixation of the bone block outside of the tunnel resulted in a fixation strength comparable to interference screw fixation."
69,197,198,Kohn (1994),BPTB,"Kohn D, Sander-Beuermann A",Kohn,Donor-site morbidity after harvest of a bone-tendon-bone patellar tendon autograft.,donorsitemorbidityafterharvestofabonetendonbonepatellartendo,"The effects of closure of the peritendineum and bone grafting of the patellar defect after harvest of the bone-tendon-bone patellar tendon autograft was investigated prospectively in two groups of 25 patients. Anterior cruciate ligament (ACL) reconstruction was performed with minimally invasive techniques either arthroscopically or via mini-arthrotomy. Patellar height, size of bony and tendon defects, and overall result were followed up for 2 years postoperatively. The results showed that closure of the peritendineum enhances healing of the patellar tendon defect and restores a normal appearance of the tendon within 2 years. We have stopped bone grafting the patellar defect with cancellous bone because of the risk of formation of painful spurs at the inferior pole of the patella which occurred in 36% of patients.",1994,English,Knee surgery sports traumatology arthroscopy : official journal of the esska,pubmed,10.1007/BF01845591,https://doi.org/10.1007/BF01845591,8536044.0,https://pubmed.ncbi.nlm.nih.gov/8536044/,Kohn+donorsitemorbidityafterharvestofabonetendonbonepatellartendo+1994,donorsitemorbidityafterharvestofabonetendonbonepatellartendo+1994,"Donor-site morbidity after harvest of a bone-tendon-bone patellar tendon autograft. The effects of closure of the peritendineum and bone grafting of the patellar defect after harvest of the bone-tendon-bone patellar tendon autograft was investigated prospectively in two groups of 25 patients. Anterior cruciate ligament (ACL) reconstruction was performed with minimally invasive techniques either arthroscopically or via mini-arthrotomy. Patellar height, size of bony and tendon defects, and overall result were followed up for 2 years postoperatively. The results showed that closure of the peritendineum enhances healing of the patellar tendon defect and restores a normal appearance of the tendon within 2 years. We have stopped bone grafting the patellar defect with cancellous bone because of the risk of formation of painful spurs at the inferior pole of the patella which occurred in 36% of patients."
88,276,277,Cavaignac (2018),HT,"Cavaignac E, Marot V, Faruch M, Reina N, Murgier J, Accadbled F, Berard E, Chiron P",Cavaignac,Hamstring Graft Incorporation According to the Length of the Graft Inside Tunnels.,hamstringgraftincorporationaccordingtothelengthofthegraftins,"BACKGROUND: Anterior cruciate ligament (ACL) reconstruction with a quadrupled semitendinosus (ST4) graft is an evolution of the standard technique with 2 hamstring tendons (semitendinosus + gracilis [STG]). However, there is no published comparison of how well these 2 types of hamstring grafts are incorporated into the bone tunnels. Because the ST4 graft is shorter, there is less graft material inside the tunnels. PURPOSE: To use magnetic resonance imaging (MRI) to compare graft incorporation in the tibial bone tunnels 1 year after ACL reconstruction with either an STG graft or ST4 graft. STUDY DESIGN: Cohort study; Level of evidence, 2. METHODS: Sixty-two patients who underwent ACL reconstruction were enrolled prospectively: 31 with an ST4 graft and 31 with an STG graft. The same surgical technique, fixation method, and postoperative protocol were used in both groups. Graft incorporation and ligamentization were evaluated with MRI after 1 year of follow-up. The following parameters were evaluated: signal-to-noise quotient (SNQ), tibial tunnel enlargement, signal intensity at the bone-graft interface, and graft signal according to the Howell scale. The number of participants needed to show that the mean SNQ did not differ between the 2 techniques was 31 in each group (with a 1-sided alpha of 2.5% and a 1-sided beta of 10.0%). The Student t test was used to compare the distribution of continuous secondary endpoints. RESULTS: The mean SNQ was 5.2 +/- 4.5 for the STG group and 5.9 +/- 3.7 for the ST4 group ( P = .5100). The mean tibial tunnel widening was 93.7% +/- 51.7% for the STG group versus 80.0% +/- 42.9% for the ST4 group ( P = .2605). The groups did not differ in signal intensity at the bone-graft interface ( P = .7502) or in graft signal according to the Howell scale ( P = .4544). CONCLUSION: At the 1-year postoperative follow-up, incorporation and ligamentization of the STG and ST4 grafts were the same based on MRI analysis. The results were at least as good with the ST4 technique as with the standard STG technique in terms of incorporation and ligamentization.",2018,English,The american journal of sports medicine,pubmed,10.1177/0363546517733472,https://doi.org/10.1177/0363546517733472,29065271.0,https://pubmed.ncbi.nlm.nih.gov/29065271/,Cavaignac+hamstringgraftincorporationaccordingtothelengthofthegraftins+2018,hamstringgraftincorporationaccordingtothelengthofthegraftins+2018,"Hamstring Graft Incorporation According to the Length of the Graft Inside Tunnels. BACKGROUND: Anterior cruciate ligament (ACL) reconstruction with a quadrupled semitendinosus (ST4) graft is an evolution of the standard technique with 2 hamstring tendons (semitendinosus + gracilis [STG]). However, there is no published comparison of how well these 2 types of hamstring grafts are incorporated into the bone tunnels. Because the ST4 graft is shorter, there is less graft material inside the tunnels. PURPOSE: To use magnetic resonance imaging (MRI) to compare graft incorporation in the tibial bone tunnels 1 year after ACL reconstruction with either an STG graft or ST4 graft. STUDY DESIGN: Cohort study; Level of evidence, 2. METHODS: Sixty-two patients who underwent ACL reconstruction were enrolled prospectively: 31 with an ST4 graft and 31 with an STG graft. The same surgical technique, fixation method, and postoperative protocol were used in both groups. Graft incorporation and ligamentization were evaluated with MRI after 1 year of follow-up. The following parameters were evaluated: signal-to-noise quotient (SNQ), tibial tunnel enlargement, signal intensity at the bone-graft interface, and graft signal according to the Howell scale. The number of participants needed to show that the mean SNQ did not differ between the 2 techniques was 31 in each group (with a 1-sided alpha of 2.5% and a 1-sided beta of 10.0%). The Student t test was used to compare the distribution of continuous secondary endpoints. RESULTS: The mean SNQ was 5.2 +/- 4.5 for the STG group and 5.9 +/- 3.7 for the ST4 group ( P = .5100). The mean tibial tunnel widening was 93.7% +/- 51.7% for the STG group versus 80.0% +/- 42.9% for the ST4 group ( P = .2605). The groups did not differ in signal intensity at the bone-graft interface ( P = .7502) or in graft signal according to the Howell scale ( P = .4544). CONCLUSION: At the 1-year postoperative follow-up, incorporation and ligamentization of the STG and ST4 grafts were the same based on MRI analysis. The results were at least as good with the ST4 technique as with the standard STG technique in terms of incorporation and ligamentization."
